,Category,top10,top10_scores
401,high dimensional statistics,mohan venigalla,0.220258357
401,high dimensional statistics,vadim sokolov,0.21846266
401,high dimensional statistics,daniel barbara,0.215336558
401,high dimensional statistics,parag chitnis,0.212128175
401,high dimensional statistics,john shortle,0.207844181
401,high dimensional statistics,parth pathak,0.205450322
401,high dimensional statistics,lucas henneman,0.203511088
401,high dimensional statistics,carlotta domeniconi,0.198773479
402,spatio temporal models,abolfazl safikhani,0.266359523
402,spatio temporal models,alexander levis,0.233400228
402,spatio temporal models,syed abbas zaidi,0.230665465
402,spatio temporal models,ben seiyon lee,0.226686132
402,spatio temporal models,vadim sokolov,0.202953603
402,spatio temporal models,mohan venigalla,0.191658768
402,spatio temporal models,qi wei,0.189716966
402,spatio temporal models,edward huang,0.183327081
402,spatio temporal models,jan allbeck,0.180990239
402,spatio temporal models,daniel menasce,0.180811937
403,random forest,viviana maggioni,0.096130544
403,random forest,celso moller ferreira,0.0738259
403,random forest,nan,0.066666667
403,random forest,mohan venigalla,0.060080207
403,random forest,jim chen,0.058959545
403,random forest,nicholas rios,0.056561849
403,random forest,mahdi hashemi,0.056208085
403,random forest,bernd peter paris,0.05317454
403,random forest,george hazelrigg,0.052072612
403,random forest,giorgio ascoli,0.050377668
404,network security,tokunbo fadahunsi,0.189938513
404,network security,duminda wijesekera,0.166030341
404,network security,ali k raz,0.165338955
404,network security,foteini baldimtsi,0.151459321
404,network security,massimiliano albanese,0.149452359
404,network security,daniel barbara,0.146619223
404,network security,md tanvir arafin,0.146577775
404,network security,kun sun,0.145643807
404,network security,giuseppe ateniese,0.144432445
404,network security,matthew amissah,0.144429707
405,wireless networks,ali k raz,0.278283564
405,wireless networks,bernd peter paris,0.273297955
405,wireless networks,duminda wijesekera,0.229703697
405,wireless networks,matthew amissah,0.22333125
405,wireless networks,lei yang,0.204972038
405,wireless networks,xiaonan guo,0.19883785
405,wireless networks,yue wang,0.196181445
405,wireless networks,daniel menasce,0.193926895
405,wireless networks,kai zeng,0.191352059
405,wireless networks,peter pachowicz,0.183884544
406,ai ml wireless,bernd peter paris,0.209521532
406,ai ml wireless,joy hughes,0.193236966
406,ai ml wireless,john otten,0.190764591
406,ai ml wireless,shahnaz kamberi,0.179055418
406,ai ml wireless,yutao zhong,0.177835749
406,ai ml wireless,hamza mughal,0.174030855
406,ai ml wireless,lei yang,0.166428427
406,ai ml wireless,duminda wijesekera,0.165597321
406,ai ml wireless,yue wang,0.165110901
406,ai ml wireless,tamara maddox,0.155155349
407,wireless security,bernd peter paris,0.174218579
407,wireless security,md tanvir arafin,0.167517457
407,wireless security,duminda wijesekera,0.154229387
407,wireless security,tokunbo fadahunsi,0.15287734
407,wireless security,kai zeng,0.152069053
407,wireless security,yue wang,0.148474421
407,wireless security,xiaonan guo,0.144814231
407,wireless security,vijay shah,0.144692479
407,wireless security,lei yang,0.139308026
407,wireless security,mingkui wei,0.136798468
408,o ran,jim chen,0.187304137
408,o ran,rajesh ganesan,0.174573233
408,o ran,jessica lin,0.167305832
408,o ran,daniel barbara,0.164429631
408,o ran,abolfazl safikhani,0.157099191
408,o ran,elise miller hooks,0.151952005
408,o ran,mohan venigalla,0.148309478
408,o ran,john shortle,0.14461594
408,o ran,cameron nowzari,0.143003886
408,o ran,yotam gingold,0.142760252
409,5g next g,remi veneziano,0.170026859
409,5g next g,jim chen,0.167161507
409,5g next g,jessica lin,0.167006925
409,5g next g,daniel barbara,0.165990053
409,5g next g,mahdi hashemi,0.154943996
409,5g next g,myeong lee,0.150880118
409,5g next g,angelos stavrou,0.147715494
409,5g next g,carlotta domeniconi,0.138133952
409,5g next g,ray hong,0.137545883
409,5g next g,duminda wijesekera,0.135681786
410,spectrum sharing,sadegh torabi,0.189214878
410,spectrum sharing,daniel barbara,0.164663643
410,spectrum sharing,parag chitnis,0.15489307
410,spectrum sharing,parth pathak,0.144395301
410,spectrum sharing,monson hayes,0.144202781
410,spectrum sharing,duminda wijesekera,0.142882387
410,spectrum sharing,siddhartha sikdar,0.142464627
410,spectrum sharing,aditya johri,0.14157197
410,spectrum sharing,jim chen,0.139764283
410,spectrum sharing,carlotta domeniconi,0.139741215
411,image processing,michael hieb,0.142194616
411,image processing,antonios anastasopoulos,0.133953584
411,image processing,daniel barbara,0.12571465
411,image processing,yotam gingold,0.119316579
411,image processing,alexander levis,0.114945733
411,image processing,jim chen,0.114286019
411,image processing,marcos zampieri,0.112986644
411,image processing,rajesh ganesan,0.110661827
411,image processing,vasiliki ikonomidou,0.109853997
411,image processing,janis terpenny,0.108151353
412,medical image analysis,jim chen,0.19543953
412,medical image analysis,burak tanyu,0.191716091
412,medical image analysis,pramita bagchi,0.17789345
412,medical image analysis,vasiliki ikonomidou,0.175262328
412,medical image analysis,daniel barbara,0.169890794
412,medical image analysis,yotam gingold,0.162467173
412,medical image analysis,jeff offutt,0.161093357
412,medical image analysis,john shortle,0.157428133
412,medical image analysis,aditya johri,0.156297634
412,medical image analysis,marcos zampieri,0.156229625
413,biophysics,karla hoffman,0.186033729
413,biophysics,elise miller hooks,0.126203639
413,biophysics,hadi el amine,0.124140883
413,biophysics,ariela sofer,0.123220006
413,biophysics,daigo shishika,0.119447954
413,biophysics,cameron nowzari,0.118483928
413,biophysics,mingrui liu,0.116803519
413,biophysics,ran ji,0.114420669
413,biophysics,mihai boicu,0.10330549
413,biophysics,gheorghe tecuci,0.102796513
414,cooperative control,duminda wijesekera,0.229596807
414,cooperative control,jim chen,0.193527267
414,cooperative control,parth pathak,0.180581408
414,cooperative control,michael hieb,0.178183045
414,cooperative control,daniel barbara,0.172899719
414,cooperative control,cameron nowzari,0.167233415
414,cooperative control,george hazelrigg,0.166864195
414,cooperative control,alexander levis,0.165953451
414,cooperative control,hemant purohit,0.164043707
414,cooperative control,aditya johri,0.16396302
415,animal group behavior,giuseppe ateniese,0.169215105
415,animal group behavior,sanjeev setia,0.12810622
415,animal group behavior,katherine russell,0.112628611
415,animal group behavior,anand vidyashankar,0.110631815
415,animal group behavior,daniel garrison,0.099627096
415,animal group behavior,foteini baldimtsi,0.098625735
415,animal group behavior,jan allbeck,0.097837367
415,animal group behavior,daniel barbara,0.094819022
415,animal group behavior,jim chen,0.093694476
415,animal group behavior,ray hong,0.087238432
416,multi robot systems,janis terpenny,0.17401965
416,multi robot systems,jim chen,0.155363794
416,multi robot systems,amarda shehu,0.137067195
416,multi robot systems,ray hong,0.13256471
416,multi robot systems,thomas latoza,0.129612586
416,multi robot systems,george hazelrigg,0.12780621
416,multi robot systems,giuseppe ateniese,0.119434741
416,multi robot systems,hadi el amine,0.11876984
416,multi robot systems,jan allbeck,0.116779359
416,multi robot systems,edward huang,0.115704436
417,game theory,daigo shishika,0.169937586
417,game theory,michael eagle,0.166373835
417,game theory,jan allbeck,0.16005918
417,game theory,shahnaz kamberi,0.148540954
417,game theory,ali k raz,0.135923543
417,game theory,alexander levis,0.13433894
417,game theory,daniel barbara,0.133051001
417,game theory,joy hughes,0.13121318
417,game theory,duminda wijesekera,0.128687538
417,game theory,foteini baldimtsi,0.122770151
418,medicine,̦zlem uzuner,0.104677816
418,medicine,grigory yaroslavtsev,0.079056942
418,medicine,gheorghe tecuci,0.073212305
418,medicine,ioulia rytikova,0.072709381
418,medicine,isuru dassanayake,0.071324675
418,medicine,xuesu xiao,0.069056253
418,medicine,vasiliki ikonomidou,0.068819376
418,medicine,daniel barbara,0.066083684
418,medicine,katherine russell,0.066043981
418,medicine,ebrima ceesay,0.065376879
419,ultrasound,parag chitnis,0.302633448
419,ultrasound,siddhartha sikdar,0.276617294
419,ultrasound,monson hayes,0.265278886
419,ultrasound,jinwei ye,0.250283508
419,ultrasound,parth pathak,0.234204374
419,ultrasound,jim chen,0.215155021
419,ultrasound,vasiliki ikonomidou,0.214104725
419,ultrasound,burak tanyu,0.20853662
419,ultrasound,vadim sokolov,0.192089832
419,ultrasound,yotam gingold,0.191254731
420,rehabilitation engineering,gheorghe tecuci,0.187375104
420,rehabilitation engineering,mihai boicu,0.173184139
420,rehabilitation engineering,janis terpenny,0.170768528
420,rehabilitation engineering,aditya johri,0.139693965
420,rehabilitation engineering,george hazelrigg,0.138743866
420,rehabilitation engineering,edward huang,0.137036494
420,rehabilitation engineering,ariela sofer,0.133282814
420,rehabilitation engineering,karla hoffman,0.128800084
420,rehabilitation engineering,jiayang sun,0.126697247
420,rehabilitation engineering,parth pathak,0.12515588
421,biology,mehdi amiri darehbidi,0.130343575
421,biology,rajesh ganesan,0.103312902
421,biology,pramita bagchi,0.09915393
421,biology,shahnaz kamberi,0.098303286
421,biology,jim chen,0.087028012
421,biology,jiayang sun,0.086574067
421,biology,jonathan l auerbach,0.086544213
421,biology,inchi hu,0.08636894
421,biology,myeong lee,0.084433709
421,biology,aditya johri,0.082236676
422,engineering,gheorghe tecuci,0.217636496
422,engineering,mihai boicu,0.196991786
422,engineering,janis terpenny,0.189088784
422,engineering,george hazelrigg,0.135663322
422,engineering,edward huang,0.135532717
422,engineering,peter pachowicz,0.135279908
422,engineering,scott lewis,0.130005417
422,engineering,aditya johri,0.126812807
422,engineering,tokunbo fadahunsi,0.121795444
422,engineering,jiayang sun,0.119664225
423,musculoskeletal modeling,abolfazl safikhani,0.315320028
423,musculoskeletal modeling,ben seiyon lee,0.308013132
423,musculoskeletal modeling,qi wei,0.280454819
423,musculoskeletal modeling,alexander levis,0.264178924
423,musculoskeletal modeling,vadim sokolov,0.246560547
423,musculoskeletal modeling,tianshu feng,0.237691344
423,musculoskeletal modeling,edward huang,0.218719636
423,musculoskeletal modeling,lily wang,0.216282047
423,musculoskeletal modeling,kim blackwell,0.212017046
423,musculoskeletal modeling,ran ji,0.204778005
424,sensorimotor integration,alexander levis,0.152240963
424,sensorimotor integration,duminda wijesekera,0.148528619
424,sensorimotor integration,michael hieb,0.136636318
424,sensorimotor integration,jim chen,0.136175599
424,sensorimotor integration,cameron nowzari,0.13190259
424,sensorimotor integration,shani ross,0.128776767
424,sensorimotor integration,siddhartha sikdar,0.127653409
424,sensorimotor integration,carlotta domeniconi,0.119441067
424,sensorimotor integration,jan allbeck,0.118526568
424,sensorimotor integration,daniel barbara,0.115342822
425,assistive technology,gheorghe tecuci,0.252173704
425,assistive technology,mihai boicu,0.228779495
425,assistive technology,binqian yin,0.211829636
425,assistive technology,peter pachowicz,0.190038011
425,assistive technology,aditya johri,0.184613603
425,assistive technology,riki morikawa,0.175829764
425,assistive technology,ariela sofer,0.165799113
425,assistive technology,janis terpenny,0.160974684
425,assistive technology,brittany johnson matthews,0.149249472
425,assistive technology,sharon adamus,0.146820034
426,biomedical imaging,vasiliki ikonomidou,0.13187139
426,biomedical imaging,jinwei ye,0.113318215
426,biomedical imaging,̦zlem uzuner,0.109816381
426,biomedical imaging,monson hayes,0.106322223
426,biomedical imaging,kevin lybarger,0.103320586
426,biomedical imaging,siddhartha sikdar,0.099122578
426,biomedical imaging,yotam gingold,0.098225144
426,biomedical imaging,jim chen,0.096370424
426,biomedical imaging,niloofar ramezani,0.09155155
426,biomedical imaging,remi veneziano,0.085845644
428,cs education,gheorghe tecuci,0.209251005
428,cs education,jim chen,0.189179438
428,cs education,aditya johri,0.182533967
428,cs education,mihai boicu,0.181738294
428,cs education,michael eagle,0.159650985
428,cs education,thanhvu nguyen,0.157862141
428,cs education,khondkar islam,0.154848959
428,cs education,remi veneziano,0.151297671
428,cs education,daniel barbara,0.148140904
428,cs education,rochelle jones,0.14789856
429,type theory,mark snyder,0.145760363
429,type theory,jan allbeck,0.14134265
429,type theory,daniel barbara,0.131238142
429,type theory,gheorghe tecuci,0.126565977
429,type theory,̦zlem uzuner,0.120399424
429,type theory,ali k raz,0.119760277
429,type theory,syed abbas zaidi,0.119430941
429,type theory,giorgio ascoli,0.115745317
429,type theory,massimiliano albanese,0.114101638
429,type theory,duminda wijesekera,0.110502457
430,transportation systems,janis terpenny,0.157222908
430,transportation systems,jim chen,0.150839444
430,transportation systems,george hazelrigg,0.136342699
430,transportation systems,ebrima ceesay,0.135043035
430,transportation systems,lance sherry,0.131010372
430,transportation systems,rajesh ganesan,0.129150901
430,transportation systems,amarda shehu,0.129140749
430,transportation systems,thanhvu nguyen,0.128867721
430,transportation systems,edward huang,0.12871665
430,transportation systems,thomas latoza,0.126940425
431,bayesian optimization,ariela sofer,0.182365608
431,bayesian optimization,wanli qiao,0.179622446
431,bayesian optimization,ningshi yao,0.148274632
431,bayesian optimization,yue wang,0.131817716
431,bayesian optimization,jim chen,0.126698176
431,bayesian optimization,jiayang sun,0.119168718
431,bayesian optimization,clifton sutton,0.115560819
431,bayesian optimization,john shortle,0.112530176
431,bayesian optimization,tianshu feng,0.11217603
431,bayesian optimization,carlotta domeniconi,0.110220412
432,particle filtering,kenneth ball,0.193806175
432,particle filtering,robert handler,0.171193842
432,particle filtering,amarda shehu,0.132059192
432,particle filtering,ahmed bin zaman,0.130288755
432,particle filtering,daniel barbara,0.123755297
432,particle filtering,juan cebral,0.120677494
432,particle filtering,burak tanyu,0.118407791
432,particle filtering,jim chen,0.117683507
432,particle filtering,dana richards,0.11724057
432,particle filtering,monson hayes,0.1171723
434,digital health d health,dimitrios ioannou,0.102511201
434,digital health d health,robert handler,0.090932556
434,digital health d health,jeffrey moran,0.084080829
434,digital health d health,qiliang li,0.080577817
434,digital health d health,vasiliki ikonomidou,0.078682837
434,digital health d health,jim chen,0.075944951
434,digital health d health,xiaonan guo,0.075733128
434,digital health d health,jonathan l auerbach,0.074973863
434,digital health d health,brett hunter,0.073654843
434,digital health d health,lisa luo,0.073498096
435,gpu computing,shahnaz kamberi,0.225146235
435,gpu computing,andrzej manitius,0.196003089
435,gpu computing,shvetha soundararajan,0.194938811
435,gpu computing,ariela sofer,0.185442068
435,gpu computing,craig lorie,0.179806496
435,gpu computing,george hazelrigg,0.171811616
435,gpu computing,laura kosoglu,0.16958899
435,gpu computing,hamza mughal,0.169277792
435,gpu computing,aditya johri,0.165638177
435,gpu computing,john otten,0.163232156
436,systems network security,ali k raz,0.195191822
436,systems network security,tokunbo fadahunsi,0.185884947
436,systems network security,giuseppe ateniese,0.18507431
436,systems network security,duminda wijesekera,0.18191624
436,systems network security,daniel barbara,0.18038957
436,systems network security,jim chen,0.180320436
436,systems network security,foteini baldimtsi,0.172412191
436,systems network security,george hazelrigg,0.171625087
436,systems network security,md tanvir arafin,0.170789282
436,systems network security,alexander levis,0.169198248
437,cognitive assistants,pelin kurtay,0.090721842
437,cognitive assistants,bo liu,0.079681907
437,cognitive assistants,christopher a carr,0.05913124
437,cognitive assistants,holger dannenberg,0.058190454
437,cognitive assistants,aditya johri,0.057204882
437,cognitive assistants,mohan venigalla,0.054320884
437,cognitive assistants,martha bushong,0.051657
437,cognitive assistants,kamaljeet sanghera,0.05143445
437,cognitive assistants,karla hoffman,0.05052768
437,cognitive assistants,bernard schmidt,0.049281418
438,knowledge acquisition,gheorghe tecuci,0.177266392
438,knowledge acquisition,mihai boicu,0.170737745
438,knowledge acquisition,aditya johri,0.082046775
438,knowledge acquisition,katherine russell,0.07962407
438,knowledge acquisition,carlotta domeniconi,0.077257848
438,knowledge acquisition,kenneth strazzeri,0.075124823
438,knowledge acquisition,pouyan ahmadi,0.073649293
438,knowledge acquisition,socrates dimitriadis,0.069654519
438,knowledge acquisition,ioulia rytikova,0.069523466
438,knowledge acquisition,ziyu yao,0.06919203
439,science evidence,gheorghe tecuci,0.257119029
439,science evidence,mihai boicu,0.247994995
439,science evidence,duminda wijesekera,0.154063774
439,science evidence,hadi el amine,0.148046642
439,science evidence,sanmay das,0.140634012
439,science evidence,eric osterweil,0.139410057
439,science evidence,karla hoffman,0.134347446
439,science evidence,katherine russell,0.133179331
439,science evidence,syed abbas zaidi,0.132723555
439,science evidence,daniel barbara,0.132410343
440,predictive analytics,nicholas rios,0.164448996
440,predictive analytics,ahmed bin zaman,0.139816362
440,predictive analytics,mehdi amiri darehbidi,0.108216544
440,predictive analytics,sanmay das,0.103439606
440,predictive analytics,mahdi hashemi,0.094420708
440,predictive analytics,carlotta domeniconi,0.093474
440,predictive analytics,yue cheng,0.088355483
440,predictive analytics,george hazelrigg,0.086245201
440,predictive analytics,amarda shehu,0.08264652
440,predictive analytics,fei li,0.077382236
441,knowledge engineering,gheorghe tecuci,0.274503942
441,knowledge engineering,mihai boicu,0.253260989
441,knowledge engineering,janis terpenny,0.196719376
441,knowledge engineering,aditya johri,0.163750259
441,knowledge engineering,edward huang,0.145034069
441,knowledge engineering,peter pachowicz,0.143136981
441,knowledge engineering,george hazelrigg,0.140434456
441,knowledge engineering,tokunbo fadahunsi,0.126855753
441,knowledge engineering,karla hoffman,0.126247616
441,knowledge engineering,thomas latoza,0.125908366
442,semantic web,bijan jabbari,0.224317201
442,semantic web,jianli pan,0.209407201
442,semantic web,brian mark,0.192324174
442,semantic web,songqing chen,0.184229254
442,semantic web,sherif hashem,0.181992148
442,semantic web,daniel menasce,0.174700925
442,semantic web,vijay shah,0.173105293
442,semantic web,pouyan ahmadi,0.166288635
442,semantic web,duminda wijesekera,0.162237377
442,semantic web,sadegh torabi,0.16192427
443,engineering design,janis terpenny,0.231657967
443,engineering design,thomas latoza,0.176270285
443,engineering design,george hazelrigg,0.165732351
443,engineering design,aditya johri,0.161638344
443,engineering design,edward huang,0.143806769
443,engineering design,gino manzo,0.135829716
443,engineering design,yotam gingold,0.13069489
443,engineering design,vivian genaro motti,0.127576009
443,engineering design,ray hong,0.124819751
443,engineering design,ali k raz,0.124427239
444,smart manufacturing,janis terpenny,0.107979278
444,smart manufacturing,jan allbeck,0.093522999
444,smart manufacturing,gheorghe tecuci,0.088580868
444,smart manufacturing,tamara maddox,0.08553572
444,smart manufacturing,kim blackwell,0.077603709
444,smart manufacturing,mihai boicu,0.077150197
444,smart manufacturing,sanmay das,0.075709774
444,smart manufacturing,ziyu yao,0.074096385
444,smart manufacturing,aditya johri,0.073798904
444,smart manufacturing,shuochao yao,0.073260047
445,obsolescence,rajesh ganesan,0.099621106
445,obsolescence,alok berry,0.0860309
445,obsolescence,yariv ephraim,0.076208334
445,obsolescence,cameron nowzari,0.072677311
445,obsolescence,janis terpenny,0.071723796
445,obsolescence,tokunbo fadahunsi,0.066334461
445,obsolescence,alexander brodsky,0.065089107
445,obsolescence,olcay ciftci,0.063500064
445,obsolescence,kevin moran,0.062169438
445,obsolescence,khondkar islam,0.061022483
446,knowledge information engineering,gheorghe tecuci,0.292434527
446,knowledge information engineering,mihai boicu,0.267710412
446,knowledge information engineering,aditya johri,0.214945722
446,knowledge information engineering,janis terpenny,0.194836366
446,knowledge information engineering,edward huang,0.165225626
446,knowledge information engineering,george hazelrigg,0.156370684
446,knowledge information engineering,katherine russell,0.156285569
446,knowledge information engineering,thomas latoza,0.156216487
446,knowledge information engineering,karla hoffman,0.143266122
446,knowledge information engineering,tokunbo fadahunsi,0.142075062
447,product families platforms,hemant purohit,0.162807595
447,product families platforms,sadegh torabi,0.160024232
447,product families platforms,daniel barbara,0.154614836
447,product families platforms,massimiliano albanese,0.142696824
447,product families platforms,jim chen,0.137987269
447,product families platforms,myeong lee,0.129243521
447,product families platforms,shuochao yao,0.124594797
447,product families platforms,alexander levis,0.122570528
447,product families platforms,joy hughes,0.121683238
447,product families platforms,rajesh ganesan,0.118896458
449,usable security privacy,duminda wijesekera,0.203611839
449,usable security privacy,parth pathak,0.191085578
449,usable security privacy,daniel barbara,0.181055214
449,usable security privacy,siddhartha sikdar,0.179257283
449,usable security privacy,burak tanyu,0.179064943
449,usable security privacy,paul ammann,0.172128788
449,usable security privacy,parag chitnis,0.169371332
449,usable security privacy,qiliang li,0.164470718
449,usable security privacy,tokunbo fadahunsi,0.164458956
449,usable security privacy,monson hayes,0.164432267
450,network systems security,ali k raz,0.195191822
450,network systems security,tokunbo fadahunsi,0.185884947
450,network systems security,giuseppe ateniese,0.18507431
450,network systems security,duminda wijesekera,0.18191624
450,network systems security,daniel barbara,0.18038957
450,network systems security,jim chen,0.180320436
450,network systems security,foteini baldimtsi,0.172412191
450,network systems security,george hazelrigg,0.171625087
450,network systems security,md tanvir arafin,0.170789282
450,network systems security,alexander levis,0.169198248
451,internet measurements,bijan jabbari,0.453604676
451,internet measurements,sherif hashem,0.386725814
451,internet measurements,brian mark,0.382954836
451,internet measurements,vijay shah,0.378701351
451,internet measurements,moinul hossain,0.372617089
451,internet measurements,parth pathak,0.335891099
451,internet measurements,sanjeev setia,0.319973666
451,internet measurements,kai zeng,0.28746457
451,internet measurements,cameron nowzari,0.278333306
451,internet measurements,john otten,0.272934504
452,big data analytics  characterization,jan allbeck,0.134471191
452,big data analytics  characterization,myeong lee,0.133224435
452,big data analytics  characterization,giorgio ascoli,0.123063035
452,big data analytics  characterization,jim chen,0.122503613
452,big data analytics  characterization,angelos stavrou,0.115625381
452,big data analytics  characterization,yotam gingold,0.114119416
452,big data analytics  characterization,daniel barbara,0.111426063
452,big data analytics  characterization,karla hoffman,0.111094003
452,big data analytics  characterization,girum urgessa,0.108055442
452,big data analytics  characterization,aditya johri,0.107620794
453,biochemistry,rajesh ganesan,0.086736925
453,biochemistry,liza wilson durant,0.073339957
453,biochemistry,aditya johri,0.071377178
453,biochemistry,christopher a carr,0.063213954
453,biochemistry,ray hong,0.062270412
453,biochemistry,yariv ephraim,0.060587815
453,biochemistry,myeong lee,0.059613512
453,biochemistry,william rosenberger,0.058577443
453,biochemistry,alexander brodsky,0.058349403
453,biochemistry,george hazelrigg,0.0570753
454,membrane biology,caroline hoemann,0.136586238
454,membrane biology,jim chen,0.114149765
454,membrane biology,mehdi amiri darehbidi,0.112526103
454,membrane biology,ali beheshti,0.093871094
454,membrane biology,rajesh ganesan,0.092645746
454,membrane biology,dimitrios ioannou,0.089961003
454,membrane biology,qiliang li,0.08994914
454,membrane biology,burak tanyu,0.087041746
454,membrane biology,martin slawski,0.084929965
454,membrane biology,giorgio ascoli,0.084384993
455,molecular biology,mehdi amiri darehbidi,0.117964696
455,molecular biology,rajesh ganesan,0.098573865
455,molecular biology,pramita bagchi,0.095917965
455,molecular biology,aditya johri,0.092775595
455,molecular biology,jiayang sun,0.092204481
455,molecular biology,shvetha soundararajan,0.086783828
455,molecular biology,jim chen,0.082808548
455,molecular biology,jonathan l auerbach,0.081726448
455,molecular biology,qiliang li,0.081036636
455,molecular biology,myeong lee,0.080768931
456,dna nanotechnology,hans hoyer,0.183597018
456,dna nanotechnology,craig lorie,0.155547938
456,dna nanotechnology,nathan kathir,0.150482316
456,dna nanotechnology,riki morikawa,0.139663889
456,dna nanotechnology,peter pachowicz,0.122226466
456,dna nanotechnology,arthur art pyster,0.121045507
456,dna nanotechnology,deborah goodings,0.119939265
456,dna nanotechnology,aditya johri,0.111393697
456,dna nanotechnology,laura kosoglu,0.1066974
456,dna nanotechnology,james baldo,0.103896454
457,transportation air quality,lucas henneman,0.207452685
457,transportation air quality,hemant purohit,0.148801604
457,transportation air quality,lance sherry,0.138400664
457,transportation air quality,ebrima ceesay,0.116747206
457,transportation air quality,mohan venigalla,0.111952855
457,transportation air quality,qiliang li,0.110820669
457,transportation air quality,rajesh ganesan,0.109322771
457,transportation air quality,karla hoffman,0.10538263
457,transportation air quality,ali beheshti,0.10067838
457,transportation air quality,john shortle,0.095307324
458,transportation engineering,gheorghe tecuci,0.15557788
458,transportation engineering,janis terpenny,0.150597905
458,transportation engineering,mihai boicu,0.146065257
458,transportation engineering,ebrima ceesay,0.144148208
458,transportation engineering,edward huang,0.134206549
458,transportation engineering,sharon adamus,0.131995378
458,transportation engineering,george hazelrigg,0.131948733
458,transportation engineering,deborah goodings,0.126319882
458,transportation engineering,elise miller hooks,0.11970714
458,transportation engineering,aditya johri,0.118990507
459,transportation planning,janis terpenny,0.144301733
459,transportation planning,george hazelrigg,0.141911986
459,transportation planning,thanhvu nguyen,0.137820809
459,transportation planning,ebrima ceesay,0.125538712
459,transportation planning,rajesh ganesan,0.12249533
459,transportation planning,elise miller hooks,0.118680847
459,transportation planning,sharon adamus,0.118547148
459,transportation planning,aditya johri,0.115276509
459,transportation planning,thomas latoza,0.114728409
459,transportation planning,lance sherry,0.112875521
460,dependent complex structured data ,ahmed bin zaman,0.240451258
460,dependent complex structured data ,amarda shehu,0.222375889
460,dependent complex structured data ,dana richards,0.220329621
460,dependent complex structured data ,william rosenberger,0.197943807
460,dependent complex structured data ,leonard adelman,0.161562509
460,dependent complex structured data ,alexander levis,0.159254479
460,dependent complex structured data ,myeong lee,0.141657894
460,dependent complex structured data ,irina hashmi,0.135499204
460,dependent complex structured data ,aditya johri,0.131522733
460,dependent complex structured data ,hadi el amine,0.130603719
461,high dimensional data,jim chen,0.213200639
461,high dimensional data,parag chitnis,0.181954962
461,high dimensional data,mohan venigalla,0.17939182
461,high dimensional data,lucas henneman,0.17620275
461,high dimensional data,parth pathak,0.174687798
461,high dimensional data,siddhartha sikdar,0.172101903
461,high dimensional data,vadim sokolov,0.171168634
461,high dimensional data,qiliang li,0.171053615
461,high dimensional data,daniel barbara,0.167250518
461,high dimensional data,vasiliki ikonomidou,0.167189422
462,statistical machine learning,gheorghe tecuci,0.262202994
462,statistical machine learning,mihai boicu,0.226089456
462,statistical machine learning,aditya johri,0.186385137
462,statistical machine learning,ray hong,0.163519809
462,statistical machine learning,pouyan ahmadi,0.135589663
462,statistical machine learning,khondkar islam,0.133100379
462,statistical machine learning,tolga soyata,0.133061221
462,statistical machine learning,shuochao yao,0.132604768
462,statistical machine learning,michael hieb,0.131956269
462,statistical machine learning,qiang zeng,0.131030391
463,survey sampling,jeff offutt,0.128477324
463,survey sampling,burak tanyu,0.12133327
463,survey sampling,pramita bagchi,0.121227379
463,survey sampling,paul ammann,0.119913159
463,survey sampling,jim chen,0.112232637
463,survey sampling,kenneth strazzeri,0.111111111
463,survey sampling,wanli qiao,0.108809751
463,survey sampling,mohan venigalla,0.108723577
463,survey sampling,vadim sokolov,0.10829146
463,survey sampling,john shortle,0.105208007
464,data driven control,duminda wijesekera,0.177491801
464,data driven control,cameron nowzari,0.159048112
464,data driven control,jim chen,0.15649101
464,data driven control,mingkui wei,0.156163158
464,data driven control,michael hieb,0.150730526
464,data driven control,alexander levis,0.143823691
464,data driven control,ningshi yao,0.140304122
464,data driven control,mohan venigalla,0.137206442
464,data driven control,kathleen wage,0.136923423
464,data driven control,shani ross,0.136282097
465,distributed control,duminda wijesekera,0.209582794
465,distributed control,cameron nowzari,0.202588357
465,distributed control,mingkui wei,0.175185656
465,distributed control,jim chen,0.173455654
465,distributed control,daniel barbara,0.167964371
465,distributed control,alexander levis,0.15980505
465,distributed control,songqing chen,0.158418465
465,distributed control,rajesh ganesan,0.156092693
465,distributed control,michael hieb,0.151999975
465,distributed control,george hazelrigg,0.151324354
466,bio metrics forensic science,duminda wijesekera,0.28007512
466,bio metrics forensic science,ali k raz,0.268815873
466,bio metrics forensic science,daniel barbara,0.259640723
466,bio metrics forensic science,jim chen,0.250466234
466,bio metrics forensic science,george hazelrigg,0.249889943
466,bio metrics forensic science,monson hayes,0.248749069
466,bio metrics forensic science,edward huang,0.2441405
466,bio metrics forensic science,alexander levis,0.242777541
466,bio metrics forensic science,daniel menasce,0.234984413
466,bio metrics forensic science,elise miller hooks,0.229235492
467,network web security,duminda wijesekera,0.213638592
467,network web security,daniel menasce,0.203650557
467,network web security,ali k raz,0.195147775
467,network web security,kun sun,0.194411737
467,network web security,jianli pan,0.191898848
467,network web security,bijan jabbari,0.189599291
467,network web security,massimiliano albanese,0.188620439
467,network web security,songqing chen,0.188447291
467,network web security,brian mark,0.185273702
467,network web security,tokunbo fadahunsi,0.1774404
468,modeling simulation,abolfazl safikhani,0.266262382
468,modeling simulation,ben seiyon lee,0.260813117
