,Name,similar_categories,category_score
200,sharon adamus,bioengineering,0.189768029
200,sharon adamus,chance constrained programming,0.16667517
200,sharon adamus,engineering education,0.1560379
200,sharon adamus,neural interfaces,0.155264751
200,sharon adamus,responsible ai,0.151448037
200,sharon adamus,gpu computing,0.150812337
201,sherif hashem,internet,0.403556075
201,sherif hashem,internet measurements,0.386725814
201,sherif hashem,internet things,0.273661155
201,sherif hashem,internet of things,0.273661155
201,sherif hashem,model based systems engineering,0.219385714
201,sherif hashem,network modeling,0.203310564
201,sherif hashem,recycled materials geo environmental modeling,0.194297307
201,sherif hashem,modeling performance,0.190373828
202,shuochao yao,internet,0.241913302
202,shuochao yao,internet measurements,0.229049674
202,shuochao yao,recycled materials geo environmental modeling,0.205876912
202,shuochao yao,time series modeling,0.204135646
202,shuochao yao,climate weather modeling remote sensing,0.198038842
202,shuochao yao,network modeling,0.194368345
202,shuochao yao,model based systems engineering,0.193770572
202,shuochao yao,internet things,0.187694754
202,shuochao yao,internet of things,0.187694754
202,shuochao yao,systems modeling  analysis,0.180390118
203,shvetha soundararajan,gpu computing,0.194938811
203,shvetha soundararajan,neural interfaces,0.190101784
203,shvetha soundararajan,ubiquitous computing,0.185423795
203,shvetha soundararajan,hardware,0.184105692
203,shvetha soundararajan,cryptographic hardware,0.166529864
203,shvetha soundararajan,semantic computing,0.163528416
203,shvetha soundararajan,bioengineering,0.159440206
204,siddhartha sikdar,ultrasound,0.276617294
204,siddhartha sikdar,ultrasound imaging devices,0.24459374
204,siddhartha sikdar,analytic hierarchy process optimization,0.232550614
204,siddhartha sikdar,bio metrics forensic science,0.229013396
204,siddhartha sikdar,functional electrical stimulation,0.210939571
204,siddhartha sikdar,new clinical trial methods,0.203306727
204,siddhartha sikdar,distance computer based learning,0.199970079
204,siddhartha sikdar,high dimensional statistics,0.197070855
204,siddhartha sikdar,substance use disorders,0.194846302
204,siddhartha sikdar,google,0.194828177
205,socrates dimitriadis,internet measurements,0.158073563
205,socrates dimitriadis,internet,0.150470959
205,socrates dimitriadis,neural interfaces,0.118957738
205,socrates dimitriadis,land data assimilation systems,0.104499447
205,socrates dimitriadis,web applications,0.102471509
205,socrates dimitriadis,memory systems,0.098135127
205,socrates dimitriadis,internet things,0.096461028
205,socrates dimitriadis,internet of things,0.096461028
205,socrates dimitriadis,computational experimental neuroplasticity memory,0.096171631
205,socrates dimitriadis,memory,0.09564562
206,songjun luo ,leadership,0.183597018
206,songjun luo ,engineering education,0.108429898
206,songjun luo ,engineering education research,0.097236642
206,songjun luo ,ultrasound imaging devices,0.093116425
206,songjun luo ,biophysics,0.091798509
206,songjun luo ,high dimensional statistics,0.087087712
206,songjun luo ,computer science education,0.086993447
207,songqing chen,internet,0.236289706
207,songqing chen,internet measurements,0.224802871
207,songqing chen,subsystems,0.213268931
207,songqing chen,network web security,0.188447291
207,songqing chen,web applications,0.185252268
207,songqing chen,internet things,0.18516968
207,songqing chen,internet of things,0.18516968
207,songqing chen,semantic web,0.184229254
207,songqing chen,bio metrics forensic science,0.178688695
207,songqing chen,google,0.178568404
208,steven schorling,cognitive systems,0
208,steven schorling,intelligent agents,0
208,steven schorling,knowledge representation reasoning,0
208,steven schorling,machine learning,0
208,steven schorling,natural language processing,0
208,steven schorling,robotics,0
208,steven schorling,unmanned autonomous vehicles,0
208,steven schorling,computer architecture,0
208,steven schorling,computing components,0
208,steven schorling,devices,0
209,syed abbas zaidi,time series modeling,0.284671156
209,syed abbas zaidi,model based systems engineering,0.259936875
209,syed abbas zaidi,real time embedded systems,0.242464652
209,syed abbas zaidi,real time,0.236680939
209,syed abbas zaidi,network modeling,0.231088804
209,syed abbas zaidi,spatio temporal models,0.230665465
209,syed abbas zaidi,procurement economic models,0.226841768
209,syed abbas zaidi,time series,0.224719116
209,syed abbas zaidi,modeling performance,0.222601397
209,syed abbas zaidi,subsystems,0.221947003
210,tamara maddox,neural interfaces,0.282138246
210,tamara maddox,ai nlp programming,0.272235555
210,tamara maddox,integer programming optimization,0.207328422
210,tamara maddox,neuroinformatics computational neuroanatomy,0.199501867
210,tamara maddox,computational neuroanatomy,0.199501867
210,tamara maddox,computational neuroscience,0.184702839
210,tamara maddox,responsible ai,0.182119455
210,tamara maddox,human ai collaboration,0.180456229
210,tamara maddox,internet,0.178439895
210,tamara maddox,ai machine learning,0.177782655
211,thanhvu nguyen,integer programming optimization,0.328767488
211,thanhvu nguyen,ai nlp programming,0.294524978
211,thanhvu nguyen,chance constrained programming,0.245122244
211,thanhvu nguyen,analytic hierarchy process optimization,0.202513341
211,thanhvu nguyen,functional electrical stimulation,0.196518968
211,thanhvu nguyen,model based systems engineering,0.186216895
211,thanhvu nguyen,new clinical trial methods,0.185267042
211,thanhvu nguyen,evidence based reasoning,0.182125314
211,thanhvu nguyen,bio metrics forensic science,0.179278905
211,thanhvu nguyen,google,0.178848127
212,thomas latoza,model based systems engineering,0.213367746
212,thomas latoza,system enterprise architecture design,0.210540027
212,thomas latoza,devices,0.203843355
212,thomas latoza,devices,0.203843355
212,thomas latoza,ultrasound imaging devices,0.19297953
212,thomas latoza,creative tools,0.189570469
212,thomas latoza,systems modeling  analysis,0.17728934
212,thomas latoza,engineering design,0.176270285
213,tianshu feng,bayesian statistics,0.272427502
213,tianshu feng,recycled materials geo environmental modeling,0.247930159
213,tianshu feng,systems modeling  analysis,0.246334666
213,tianshu feng,modeling,0.244451688
213,tianshu feng,probabilistic modeling,0.242054
213,tianshu feng,musculoskeletal modeling,0.237691344
213,tianshu feng,statistics,0.235290937
214,tokunbo fadahunsi,subsystems,0.23830003
214,tokunbo fadahunsi,network modeling,0.190168311
214,tokunbo fadahunsi,network security,0.189938513
214,tokunbo fadahunsi,bio metrics forensic science,0.189105392
214,tokunbo fadahunsi,systems network security,0.185884947
214,tokunbo fadahunsi,network systems security,0.185884947
214,tokunbo fadahunsi,model based systems engineering,0.179295337
214,tokunbo fadahunsi,network web security,0.1774404
214,tokunbo fadahunsi,neuroscience,0.177198735
214,tokunbo fadahunsi,computer network security,0.176315956
215,tolga soyata,subsystems,0.241150949
215,tolga soyata,analytic hierarchy process optimization,0.21198411
215,tolga soyata,computational statistics,0.200607572
215,tolga soyata,statistics,0.19907533
215,tolga soyata,bayesian statistics,0.196027691
215,tolga soyata,natural language processing,0.189921552
215,tolga soyata,spatial statistics,0.186388172
215,tolga soyata,bio metrics forensic science,0.185393405
215,tolga soyata,ultrasound imaging devices,0.183546447
215,tolga soyata,functional electrical stimulation,0.182885272
216,vadim sokolov,model based systems engineering,0.28483693
216,vadim sokolov,recycled materials geo environmental modeling,0.270891333
216,vadim sokolov,modeling performance,0.25957913
216,vadim sokolov,modeling,0.252148577
216,vadim sokolov,analytic hierarchy process optimization,0.250580672
216,vadim sokolov,musculoskeletal modeling,0.246560547
216,vadim sokolov,network modeling,0.245936748
217,vasiliki ikonomidou,ultrasound imaging devices,0.242188391
217,vasiliki ikonomidou,analytic hierarchy process optimization,0.235593011
217,vasiliki ikonomidou,ultrasound,0.214104725
217,vasiliki ikonomidou,substance use disorders,0.204704098
217,vasiliki ikonomidou,bio metrics forensic science,0.194421882
217,vasiliki ikonomidou,results clinical studies,0.19315712
217,vasiliki ikonomidou,functional electrical stimulation,0.192870465
217,vasiliki ikonomidou,evidence based reasoning,0.192482425
217,vasiliki ikonomidou,new clinical trial methods,0.191794925
217,vasiliki ikonomidou,photoacoustic imaging microscopy,0.189001297
218,vijay shah,internet,0.404465975
218,vijay shah,internet measurements,0.378701351
218,vijay shah,internet things,0.282362013
218,vijay shah,internet of things,0.282362013
218,vijay shah,web intelligence,0.200122423
218,vijay shah,wireless communications,0.195510389
218,vijay shah,wireless optical communications,0.194245331
218,vijay shah,wireless communications  networks,0.188964967
218,vijay shah,wireless,0.179580392
218,vijay shah,wireless networking,0.173989958
219,vivian genaro motti,google,0.230263457
219,vivian genaro motti,devices,0.218422892
219,vivian genaro motti,devices,0.218422892
219,vivian genaro motti,ultrasound imaging devices,0.202317763
219,vivian genaro motti,collecting analyzing data wearable devices,0.181739737
219,vivian genaro motti,functional electrical stimulation,0.176102049
219,vivian genaro motti,model based systems engineering,0.162240451
219,vivian genaro motti,system enterprise architecture design,0.145401323
219,vivian genaro motti,analytic hierarchy process optimization,0.143434708
220,viviana maggioni,hydraulic land surface modeling,0.240508633
220,viviana maggioni,land surface modeling,0.226600957
220,viviana maggioni,climate weather modeling remote sensing,0.201986444
220,viviana maggioni,model based systems engineering,0.198363388
220,viviana maggioni,procurement economic models,0.191488678
220,viviana maggioni,recycled materials geo environmental modeling,0.191066293
220,viviana maggioni,network modeling,0.184893849
220,viviana maggioni,modeling,0.176036348
221,wanli qiao,bayesian statistics,0.207256668
221,wanli qiao,bayesian optimization,0.179622446
221,wanli qiao,probabilistic ontologies,0.172447972
221,wanli qiao,bayesian networks,0.169341027
221,wanli qiao,software analysis,0.129232469
221,wanli qiao,data mining big data analysis,0.129048245
221,wanli qiao,digital forensics analysis,0.12561651
221,wanli qiao,distance computer based learning,0.125329744
221,wanli qiao,spectrum analysis,0.122341918
221,wanli qiao,uncertainty analysis,0.117335983
222,wassim masri,malware detection,0.158396079
222,wassim masri,structural stress,0.071295485
222,wassim masri,structural health monitoring inspection,0.067703902
222,wassim masri,dependent complex structured data ,0.065663123
222,wassim masri,linguistics,0.061724606
222,wassim masri,tribology,0.056865933
222,wassim masri,systems network security,0.056865933
222,wassim masri,network systems security,0.056865933
222,wassim masri,neural engineering,0.056092211
223,weiwen jiang,subsystems,0.258280587
223,weiwen jiang,devices,0.200205214
223,weiwen jiang,devices,0.200205214
223,weiwen jiang,internet,0.177894409
223,weiwen jiang,internet measurements,0.175272653
223,weiwen jiang,ultrasound imaging devices,0.175061127
223,weiwen jiang,model based systems engineering,0.173578948
223,weiwen jiang,bio metrics forensic science,0.173190779
223,weiwen jiang,wireless networks,0.169345267
224,william rosenberger,structural stress,0.20626489
224,william rosenberger,structural health monitoring inspection,0.205854932
224,william rosenberger,dependent complex structured data ,0.197943807
224,william rosenberger,systems modeling  analysis,0.180171258
224,william rosenberger,data mining big data analysis,0.175187728
224,william rosenberger,coastal building resilience,0.166827482
224,william rosenberger,system analysis simulation,0.161424895
224,william rosenberger,air pollution modeling policy analysis,0.155531129
224,william rosenberger,building material properties structures,0.154453817
225,wing lam,neural interfaces,0.144337567
225,wing lam,bioengineering,0.144337567
225,wing lam,malware detection,0.123796892
225,wing lam,gpu computing,0.114707867
225,wing lam,hardware,0.111111111
225,wing lam,ubiquitous computing,0.109108945
225,wing lam,ai nlp programming,0.108322281
226,xiang chen,internet,0.22098808
226,xiang chen,internet measurements,0.209100745
226,xiang chen,model based systems engineering,0.195998768
226,xiang chen,systems modeling  analysis,0.189276803
226,xiang chen,probabilistic modeling,0.181785937
226,xiang chen,network modeling,0.178067376
226,xiang chen,recycled materials geo environmental modeling,0.175369842
226,xiang chen,modeling,0.173945146
226,xiang chen,geometric modeling,0.173806993
227,xiaokuan zhang,google,0.159948931
227,xiaokuan zhang,neuroscience,0.152894933
227,xiaokuan zhang,ultrasound imaging devices,0.140923112
227,xiaokuan zhang,next g communications networks,0.136165532
227,xiaokuan zhang,digital forensics analysis,0.1361066
227,xiaokuan zhang,bio metrics forensic science,0.134840657
227,xiaokuan zhang,intelligence analysis,0.127702018
227,xiaokuan zhang,devices,0.126694973
227,xiaokuan zhang,devices,0.126694973
227,xiaokuan zhang,computational neuroscience,0.126413116
228,xiaonan guo,subsystems,0.23721965
228,xiaonan guo,wireless communications  networks,0.216735628
228,xiaonan guo,wireless networks,0.19883785
228,xiaonan guo,wireless optical communications,0.191551512
228,xiaonan guo,bio metrics forensic science,0.184729391
228,xiaonan guo,sensors,0.184638144
228,xiaonan guo,wireless communications,0.183598453
228,xiaonan guo,neural networks,0.180677794
228,xiaonan guo,analytic hierarchy process optimization,0.174785847
228,xiaonan guo,devices,0.172798523
229,xinyuan wang,clustering,0.147087101
229,xinyuan wang,spatial statistics,0.130857731
229,xinyuan wang,internet measurements,0.128965176
229,xinyuan wang,internet,0.128900677
229,xinyuan wang,bayesian statistics,0.125514326
229,xinyuan wang,high dimensional statistics,0.124034735
229,xinyuan wang,computational statistics,0.117073881
229,xinyuan wang,bio metrics forensic science,0.113658229
229,xinyuan wang,statistics,0.107981105
229,xinyuan wang,high dimensional data,0.107122533
230,xuan wang,internet,0.218042182
230,xuan wang,internet measurements,0.201033194
230,xuan wang,distributed computing,0.175893252
230,xuan wang,distributed systems,0.160068015
230,xuan wang,distributed system,0.160068015
230,xuan wang,internet things,0.154491792
230,xuan wang,internet of things,0.154491792
230,xuan wang,distributed control,0.149594516
230,xuan wang,subsystems,0.142301367
230,xuan wang,parallel distributed systems,0.137647193
231,xuesu xiao,robotics,0.277396084
231,xuesu xiao,bio metrics forensic science,0.173300539
231,xuesu xiao,distance computer based learning,0.171799123
231,xuesu xiao,analytic hierarchy process optimization,0.163395097
231,xuesu xiao,electrical based transport,0.155552232
231,xuesu xiao,intelligent robotics,0.155543615
231,xuesu xiao,bioengineering,0.147624073
231,xuesu xiao,model based systems engineering,0.147352802
231,xuesu xiao,subsystems,0.144980532
231,xuesu xiao,bio inspired robotics,0.142542955
232,yariv ephraim,analytic hierarchy process optimization,0.209473857
232,yariv ephraim,model based systems engineering,0.208003128
232,yariv ephraim,emergency response,0.191760697
232,yariv ephraim,emergency response systems,0.187060739
232,yariv ephraim,modeling performance,0.185145099
232,yariv ephraim,recycled materials geo environmental modeling,0.18360777
232,yariv ephraim,high dimensional statistics,0.173638873
232,yariv ephraim,modeling performance evaluation,0.169293148
232,yariv ephraim,survival models,0.169218752
232,yariv ephraim,climate weather modeling remote sensing,0.169084893
233,yotam gingold,model based systems engineering,0.245334654
233,yotam gingold,ultrasound imaging devices,0.237925155
233,yotam gingold,hydraulic land surface modeling,0.237454126
233,yotam gingold,land surface modeling,0.235585327
233,yotam gingold,analytic hierarchy process optimization,0.228406785
233,yotam gingold,time series modeling,0.221174033
233,yotam gingold,systems modeling  analysis,0.212778594
233,yotam gingold,real time embedded systems,0.204708271
233,yotam gingold,functional electrical stimulation,0.204620865
233,yotam gingold,recycled materials geo environmental modeling,0.20438494
234,yue cheng,functional electrical stimulation,0.209003
234,yue cheng,model based systems engineering,0.165899508
234,yue cheng,analytic hierarchy process optimization,0.155077997
234,yue cheng,bio metrics forensic science,0.152869011
234,yue cheng,evidence based reasoning,0.150607041
234,yue cheng,ultrasound imaging devices,0.145921681
234,yue cheng,subsystems,0.145424502
234,yue cheng,bayesian statistics,0.144712679
234,yue cheng,recycled materials geo environmental modeling,0.142370822
234,yue cheng,distance computer based learning,0.142322167
235,yue wang,wireless communications  networks,0.212409687
235,yue wang,wireless communications,0.20757931
235,yue wang,wireless optical communications,0.202562967
235,yue wang,wireless,0.198329587
235,yue wang,wireless sensing,0.196841925
235,yue wang,wireless networks,0.196181445
235,yue wang,wireless networking,0.191098942
235,yue wang,ai ml wireless,0.165110901
235,yue wang,bayesian networks,0.162706276
235,yue wang,bayesian statistics,0.160248988
236,yutao zhong,neural interfaces,0.323380833
236,yutao zhong,ai nlp programming,0.286028032
236,yutao zhong,neuroinformatics computational neuroanatomy,0.285830975
236,yutao zhong,computational neuroanatomy,0.285830975
236,yutao zhong,computational neuroscience,0.264628062
236,yutao zhong,integer programming optimization,0.257438361
236,yutao zhong,subsystems,0.22866478
236,yutao zhong,network architecture,0.19218664
236,yutao zhong,hardware,0.186704011
236,yutao zhong,ai ml wireless,0.177835749
237,zelalem eshete,computing education research,0.111111111
237,zelalem eshete,computer science education,0.09770173
237,zelalem eshete,distance education,0.095276992
237,zelalem eshete,engineering education,0.089730317
237,zelalem eshete,engineering education research,0.080467425
237,zelalem eshete,intelligent robotics,0.075485136
237,zelalem eshete,energy,0.071474169
237,zelalem eshete,cs education,0.071326749
237,zelalem eshete,intelligent transportation,0.070014004
238,zhisheng yan,internet,0.203696464
238,zhisheng yan,internet measurements,0.191510544
238,zhisheng yan,subsystems,0.180852011
238,zhisheng yan,internet things,0.159866702
238,zhisheng yan,internet of things,0.159866702
238,zhisheng yan,network modeling,0.143038031
238,zhisheng yan,wireless communications  networks,0.139296885
238,zhisheng yan,model based systems engineering,0.138957158
238,zhisheng yan,time series modeling,0.138031231
238,zhisheng yan,wireless networks,0.135935497
239,ziwei zhu,subsystems,0.194170606
239,ziwei zhu,network modeling,0.191176313
239,ziwei zhu,modeling,0.16363885
239,ziwei zhu,musculoskeletal modeling,0.159113397
239,ziwei zhu,probabilistic modeling,0.157780175
239,ziwei zhu,geometric modeling,0.153977684
239,ziwei zhu,recycled materials geo environmental modeling,0.151515799
240,ziyu yao,cryptography,0.202142402
240,ziyu yao,applied cryptography,0.161068964
240,ziyu yao,model based systems engineering,0.15666073
240,ziyu yao,recycled materials geo environmental modeling,0.153436463
240,ziyu yao,survival models,0.150570172
240,ziyu yao,linguistics,0.150515041
240,ziyu yao,probabilistic modeling,0.148227387
240,ziyu yao,modeling,0.145376385
240,ziyu yao,computational linguistics,0.14409071
